商品title,商品链接,商品描述,商品五点,商品类目
"Richelieu Hardware 67NBR Onward 3-in (76.2 mm) Magnetic Door Stop, Brushed Nickel",https://www.amazon.com/Richelieu-Hardware-Magnetic-Brushed-Nickel/dp/B00L0FNPUG/ref=zg_bs_1069196_31/131-1975566-3041344?_encoding=UTF8&psc=1&refRID=0JXYXZRM5386GZB5BFT1&language=en_US&language=en_US,"This magnetic door stop is used to protect your walls from the swing of the door thanks to its powerful magnets. In addition to preventing damage to walls and doors, this magnetic door stop also allows the door to remain open. Easy to install, and available in a variety of stylish finishes.","Easy to install,Magnetism allows the door to remain open, with 5 lb of holding force | Prevents wall and door damages,Projection x Base diameter x Tip diameter: 3 in (76.2 mm) x 1 3/4 in (44.3 mm) x 1 1/4 in (32 mm),Finish: Brushed Nickel, Made of Metal,Included: Mounting hardware is included for an easy installation (#6 x 3/4 in wood screws)",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Stopper, 2 Pack Magnetic Door Stops Catch, Door Magnetic Catch Stainless Steel, No Need to Drill - 3M Double-Sided Adhesive Tape, Keep Your Door Open, 2 Pack for Wide Doors",https://www.amazon.com/Stopper-Magnetic-Stops-Catch-Stainless/dp/B07SC257DJ/ref=zg_bs_1069196_56?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,,"2 Pack, Super Sturdy-- Elegant, super sturdy and effective HELEMAN doorstop feature in high-quality stainless steel, solid, and rust-proof. a stylist look of door stop provides you longer service life than other doorstops. Even if your kid or dog like to ""play"" with, it looks strong as new!,Keep Your Door Open Firmly --but easy release when pulled. Strong magnet from 2 piece HELEMAN door stop can hold your doors open when need. Cause we know you need magnetic door stopper for: keep air flow in your home/prevent heavy slamming door/keep your kids' bedroom door open when you need to take care for them/hard for toddlers to close the door which means no risk of fingers caught/ keep self-close door open when you want/keep going through the door when carrying stuff.,Protection against Damage to Wall & Door Handle--Magnetic door stop from HELEMAN prevents your doors from slamming shut with integrated soft-catch doors technology, featuring soft-catch functionality to stop and hold any doors softly and silently. Exquisite spring buffer loaded in the catch absorbs the force of closing the door too hard, provide the wall better protection, bringing you peace of mind. A tug will release the door to keep privacy.,No Hole on Your Wall & Door--2 Ways to Install. Either use 3M double-sided adhesive sticker without drilling, or mount permanently with screws. Magnetic door stop can be installed vertically to the floor or horizontally to the baseboard or wall. Came with user manual and all the parts for easy installation.,2 Pack for Wide Application &--Anywhere you want the doors to keep open, use magnetic door holder, like mesh gate, residence, dorm, office, hotel, recreational vehicle, cabinet, patio, camper, the front door,etc.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"HOMOTEK 6 Pack Hinge Pin Black Door Stopper,Adjustable Deluxe Heavy Duty Door Stopper 2-1/2""x1-3/4”,with Black Rubber Bumper Tips",https://www.amazon.com/HOMOTEK-Stopper-Adjustable-Deluxe-Rubber/dp/B07X1R4JNB/ref=zg_bs_1069196_18/131-1975566-3041344?_encoding=UTF8&psc=1&refRID=0JXYXZRM5386GZB5BFT1&language=en_US&language=en_US,,"Quantity For Use- 6 Pieces In Total.For Use On Hinged Doors Where The Installation Of a Standard Door Stop Is Not Desirable.,Durable And Secure- Our Unique Rubber Tips Are Designed To Stop Doors Of All Types Without Causing Damage To Your Walls Or Doors. Quality Hardware Which Can Not Break Easily.,Easy To Install- Simply Pull The Hinge Pin From One Of Your Door Hinges, Slide The Pin Into The Door Stop And Then Back Into The Hinge.,Product Specification- Projection: 2-1/2” From 1/4” Diameter Hinge Pin, Complete With Rubber Stop And Plastic Spacer, 1-5/8” Adjustable Rubber Head Screw; ( Refer To Our Drawing For Details),Reliable Quality- Your Experience With The Product Is Our Guideline. If You Shall Have Any Concerns, Send Us An e-Mail And We Will Get To You Within 24 Hours. If You Are Not Fully Satisfied, Simply Send Them Back For a New Set Or a Full Refund! No Questions Asked!",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Jack N’ Drill 3-Inch Rigid Door Stop (12 Pack) - Heavy Duty Solid Metal Door Stopper | Prevents Wall & Door Damage - Rigid Rubber Tip Door Stop for Kitchen, Bedroom, Office, Garage",https://www.amazon.com/Jack-Drill-3-Inch-Rigid-Door/dp/B07SQDCFMQ/ref=zg_bs_1069196_75?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,,"✅Sweat-free installation. Got a drill? Then you’re set to install Jack N’Drill Solid Door Stoppers. All you need is to mark the spot, get out the screws, place the door stop and you’re set.,✅Durable metal design. Made from diecast strong metal, each Jack N’ Drill rigid door stop is made tough to withstand everyday use. It won’t bend or break easily so you get a quality door stop for as long as you need.,✅Protects doors and walls. Repair bills aren’t cheap. Why not invest in smart home accessories like these door stops and keep money in your pockets. These door stoppers are made to prevent door and wall damage for a home truly fit for your family.,✅Get 12-pieces in one pack. Perfect for use in all parts of your home or office, you get 12 durable stoppers in one pack. Use these in your bedroom, front door, kitchen or even in your garage doors.,✅Matches classic and modern interiors. Looking for matching fixtures in your home? Our door stops work with both modern and traditional spaces. Choose from black oil rubbed bronze or satin nickel - there’s always a piece to match your home.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Securityman 2-in-1 Door Security Bar & Sliding Patio Door Security Bar - Constructed of High Grade Iron - Black,https://www.amazon.com/Securityman-Adjustable-Jammer-Sliding-Security/dp/B07H15GP7R/ref=zg_bs_1069196_53?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,,"2-in-1 Door Stopper Security Bar & Sliding Door Lock Bar: Use this device for two different purposes with easily interchangeable caps for hinged doors and sliding door/window,SECURITY BAR: Angled rubber bottom assures full contact and a strong brace on all types of floors without scratching them as well as all door knob types including french doors,ADJUSTABLE AND DURABLE: Bar can be adjusted between 18.25"" to 46.50"" and constructed of high grade iron to withstand 400 pounds of pressure *please note: the sliding door caps decrease the maximum length to 46.50"",EASY TO USE: Easily props under door knob and easy to remove. Security burglar bar can also be easily adjusted,WHAT'S INCLUDED: Security Safety Bar (3 parts), Door Caps (2pcs), Sliding Patio Door & Window Caps (2pcs), User Guide, 12 Month Warranty, & Friendly Customer Support",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
4pcs Set Black Door Stopper Easily Wedges Door Gaps Up Finger Protector Flexible Floor Door Stops - Non-Scratching Door Stop - Modern Wedge Door Stop Design,https://www.amazon.com/Stopper-Easily-Wedges-Protector-Flexible/dp/B019T28OG6/ref=zg_bs_1069196_77?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,,"Will work well on all surfaces. Such as carpet, concrete, tile, Timber floors and so on.,Used to secure open doors at home or any other places. Keeping you and your family, kids, Babies safe.,Flexible size for standard home doors, Office doors, even kitchen doors.,Easy to use! Easily wedge under doors without damaging the floor surface.,Multifunctional with unique 2 in 1 designed, meet your different needs.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Big Door Stopper 2 Packs Heavy Duty Wedge Rubber Door Stop Works on All Floor Surfaces Height up to 1.9 Inches Non-Scratching Doorstops Special for Home Office School Heavy Door,https://www.amazon.com/Stopper-Surfaces-Non-Scratching-Doorstops-Upgraded/dp/B07BR5HYVS/ref=zg_bs_1069196_59?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,"Tired of struggling to keep doors open? Does door stopper leave scuff marks on the floor, aren’t tall enough. Have tried various different door stopper,","★Biggest and Strongest Door Stopper★ Made of high quality rubber material ,Special for heavy door, compared with others rubber doorstops, it is more bigger and stronger. Only one door stop can hold doors with clearances up to 1.9 inch,★Perfect Works on All Floor Surfaces★ Special design for all the floor surfaces, such as carpet, wood, tile, concrete floor and so one. Perfect for indoor and outdoor use at home/office/cottage/garage/ school and hospital,★Best Guarder for Floor,Pet and Kids★ Made of non-toxic flexible rubber, non-Scratching floors and doors like plastic, metal or wooden doorstops can. Keeping your kids, babies and pets safe from slamming doors.,★Excellently Grip★ With our unique hollow design, the wedge door stop can provide ultimate gripping power. Prevent the door slamming slipping or sliding.,★Lifetime 100% money back guaranteed ★ Door Stop comes with a no-hassle 100% MONEY-BACK GUARANTEE ensures customer satisfaction.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"HASHI (4 inch, Satin Nickel) One-Touch Door Stopper - 4 inch Door Stop with a Height-Adjustable Rubber",https://www.amazon.com/One-Touch-semi-Automatic-Door-Stop-Height-Adjustable/dp/B01BREXVDA/ref=zg_bs_1069196_39/131-1975566-3041344?_encoding=UTF8&psc=1&refRID=0JXYXZRM5386GZB5BFT1&language=en_US&language=en_US,,"INNOVATIVE DESIGN - In the state that door stopper is fixed on the floor, You just step it. Then it ascends.,HEIGHT ADJUSTMENT - No tools needed, up to 0.3 inch up and down,RUGGEDNESS - Doorstopper bottom portion has non-slip three dimensional curved structure, made out of high-quality material and, can be used on all floor surfaces.,EASY INSTALL - Doorstopper can be replaced in the previously installed hole or easily installed in enclosed sheet when newly installed.,Adjusting softly - When you hit with your feet lightly, it naturally goes down so you don't need to adjust it by hand.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Stopper Wall Protector 4 PCS 3.15"", Larger Silicone Door Handle Bumper, Wall Protectors with Self Adhesive 3M Sticker for Protecting Wall",https://www.amazon.com/Protector-Silicone-Protectors-Adhesive-Protecting/dp/B07ZCNFKHH/ref=zg_bs_1069196_6/131-1975566-3041344?_encoding=UTF8&psc=1&refRID=0JXYXZRM5386GZB5BFT1&language=en_US&language=en_US,,"【EXCELLENT MATERIALS】:Door stoppers wall protector is made of high-quality silica gel, which is environmentally friendly and durable. Use the Door bumper to avoid crashes, extend the life of the door handle, protect the wall from damage, and keep it clean and smooth.,【MUTILPURPOSE】: Door stopper wall protector can absorb the huge vibration and noise brought by closing the door, thus protecting the wall from damage. Because of its small size, the door retaining wall protector is very suitable for door handles, refrigerator doors, cabinet lights and other furniture items.,【3M SUPER GLUE】: Door stopper Wall Protector comes with 3M super glue, which has very strong adhesion and can be easily applied to any place you want to stick. And it's very convenient to use, without any installation tools, it's easy to get it.,【PACKAGE INCLUDES】: 4 pieces Silicone wall protectors, can meet your different needs, you can stick it on the wall or under the foot of your chairs or furniture or whatever you want.,【SATISFACTORY WARRANTY】: Door stopper wall protector provides high quality products and excellent service. If you have any questions about our products, please feel free to contact us, we provide free return, free replacement or full refund.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Magnetic Door Stop - Charcoal Black - 1pc,https://www.amazon.com/Magnetic-Door-Stop-Charcoal-Black/dp/B08DL8DCKS/ref=zg_bs_1069196_100?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,Magnetic Door Stop - Charcoal Black - 1pc,"[SAFE & EASY TO USE]: Softly push the door to the wall, then this magnetic doorstop will automatically hold the door. Simply pull the door to release it. Great tool for avoiding any collision or noise caused by slamming onto the wall.,[EASY TO INSTALL]: Detailed user manual and mounting screws included. Please note: Distance between door and wall will be 4.5 inches,[SOFT & SOLID]: Features integrated soft-catch technology to stop and hold doors smoothly and silently. Integrated with Double Buffer Compression: Exquisite spring buffer loaded in the catch absorbs excessive force, thus provides wall protection. A soft t,[MAXIMUM DURABILITY]: Constructed of high-quality stainless steel, solid, sturdy, and rust-proof.,[Ideal for Home & Commercial]: Holds any door like mesh gate, dorm, residence, hotel, etc. Please note: may not be suitable for hollow core door.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"JQK Door Stopper, 304 Stainless Steel Sound Dampening Door Stop Bumper Wall Protetor 2 Pack, Brushed, DSB5-BN-P2",https://www.amazon.com/JQK-Stainless-Dampening-Protetor-DSB5-BN-P2/dp/B07QZPZR6X/ref=zg_bs_1069196_65?_encoding=UTF8&psc=1&refRID=XYX06FBC78578AD9KXQJ&language=en_US&language=en_US,,"【High Quality Door Stoppper】 Solid T-304 premium-grade stainless steel for protect against corrosion & rust.,【Black absorb bumper】 Protect your wall well by diplacing energy(soft rubber), NO loud noise, holes and scratches any more. Grey colour also keep it in new state for a long time.,【Simple and Elegant Design】Going for a minimalist look.,【Easy Assembling】 Easy to install, two screw mount on the wall.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
