商品title,商品链接,商品描述,商品五点,商品类目
"Deli Wireless Barcode Scanner, 1D Barcode Reader, 2.4Ghz Wireless/USB 2.0 Wired UPC Scanner, 328 ft Transmission Range, 2000mAh Battery",https://www.amazon.com/Wireless-Barcode-Scanner-Transmission-2000mAh/dp/B08R6TP4YF/ref=zg_bs_15327871_99?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,,"2.7V/2000mAh LITHIUM BATTERY – our laser barcode scanner has powerful Lithium batteries. The 2000mAh LG battery is stronger than most brands and lasts you a longer period.,GOLD-PLATED REFLECTOR – Our Scanner has a reflector that scans faster, is more sensitive and stronger. To use the wireless hand scanner, simply key the trigger to begin scanning and switch to continuous scanning mode,SAFETY GUARANTEED：Consumer safety is Deli’s topmost priority, The certified scanner has passed strict electrical and safety test to ensure customer peace of mind,HIGH COMPATIBILITY WITH DEVICES – our handhold barcode reader is compatible with Windows, Mac, Linux, and Android. Moreover, it works with a 2.4GHz wireless connection. It has a decoding capability or Code 11, Code 39, Code 93, Code 128, Deutsche 12, among many more barcode types,PREMIUM-STANDARD SERVICE : All Deli barcord scanner enjoy a 1-year limited warranty, 100% MONEY-BACK. If you encounter any issue after you place an order, please feel free to contact us!",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"USB Wireless Barcode Scanner with Stand,Symcode Barcode Scanner Wireless Versatile 2-in-1 (2.4Ghz Wireless+USB 2.0 Wired) Rechargeable Cordless 1D Barcode Reader USB Handheld Bar Code Scanner Wireless",https://www.amazon.com/Wireless-Versatile-Rechargeable-Cordless-Handheld/dp/B08CK8PGMF/ref=zg_bs_15327871_76?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,,"2.4G Wireless+USB 2.0 Wired Connection: plug and play with simple installation mini USB receiver (barcode scanner stand included).Wireless transmission distance can up to 328ft under barrier free environment.USB Receiver Automatic Pairing, no need to install any software or App.Please Note that our product Wireless Receiver is mounted on the bottom of the scanner's Handle.,Fast Accurate Reading Speed: 32Bit CPU super decoding ability that the speed can up to 300/sec. Two working mode: Instant upload mode / storage mode. Internal offline storage supports up to 100,00 barcodes in offline storage mode. Scan and store barcode when far away from the receiver,and then update the data to your device when you come back entering the wireless transmission range.,Continuous Scan: Set scanner to continuous scan mode by scanning setting code to making it scanning automatically without pressing any buttons,and the stand included in the box making you to release your hands.When scanner get into continuous mode,the laser will be always on.,Anti-Shock Silicone: the Black silicone protective cover can avoid the scratches and friction while falling from the height of 6.56 feet; the technical of IP54 sturdy which protect the wireless barcode scanner from dust and moisture.,With built-in rechargeable battery, Integrated 1800mAh Li-Ion battery,standby of more than half a year if fully charged; continuous scanning barcode for more than one week; It can be charged by any USB 2.0 port.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
Esup Barcode Scanner with Stand USB Barcode Scanner Wired Handheld Laser Barcode Reader with Adjustable Stand,https://www.amazon.com/Barcode-Scanner-Esup-Handheld-Adjustable/dp/B07FYXCCDQ/ref=zg_bs_15327871_95?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,,"Our barcode scanner is made of high quality ABS plastic, flexible adjustable stand for hands-free scanning, ergonomic design, comfortable feel to grip.,Supports a wide range of barcodes types: Code11, Code39, Code93, Code32, Code128, Coda Bar, UPC-A, UPC-E, EAN-8, EAN-13, JAN.EAN/UPC Add-on2/5 MSI/Plessey, Telepen and China Postal Code,Interleaved 2 of 5, Industrial 2 of 5, Matrix 2 of 5, more for Request,Plug & Play: Easy installation with any USB port, just plug the USB cable into your computer, then your computer will automatically install the USB driver within 2-5 seconds and start scanning instantly!,Easy to Installation: Our barcode scanner simple installation, easy to use, design is stylish, is ideal choose in Supermarket Library Express Company Retail Store Warehouse,Scanning Speed: 240 Lines Per Second; Scan Depth: 0-60cm; Scanning Mode: Manual/ Automatic, you can press the trigger key about 10 seconds to switch the scan mode.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Honeywell Orbit MK7120-31A38 Omnidirectional Presentation Laser Scanner, Adjustable Scan Head, Including USB Cord and Mounting Plate Kit",https://www.amazon.com/Honeywell-MK7120-31A38-Omnidirectional-Presentation-Adjustable/dp/B01FIRW0XO/ref=zg_bs_15327871_89?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,"Honeywell Orbit MK7120-31A38 Omnidirectional Presentation Laser Scanner, Adjustable Scan Head, including USB Cord and Mounting Plate Kit","20 scan line omnidirectional pattern: Provides aggressive scanning as an additional benefit to hand presentation applications,Sweet Spot Scanning: Engineered ""sweet spot"" to optimize scan performance and first pass read rate,Adjustable scan head: Ability to tilt scanner 30º for targeted scanning or larger products,Flash ROM: Protects POS investment with free firmware updates via MetroSet2 software and standard PC,Automatic Scanning Operation: Simply present a bar code and the unit scans in a single pass",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Eyoyo Handheld USB 2D Barcode Scanner QR PDF417 Data Matrix 1D Bar Code Scanner Wired Barcode Reader with USB Cable for Mobile Payment, Convenience Store, Supermarket, Warehouse",https://www.amazon.com/Eyoyo-Handheld-Convenience-Supermarket-Warehouse/dp/B088QV215Y/ref=zg_bs_15327871_71?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,"Eyoyo Handheld 2D Wired USB Barcode Scanner, plug and play, no need to install any software or drivers, simple operation.It is very suitable for those who have a small budget ","【Plug and Play】: Eyoyo USB barcode scanner with a USB cable for connection, no need to install any driver and software. compatible with Windows, Mac, Android and Linux, works with Quickbook, Word, Excel, Novell, and all common software.,【1D 2D QR Barcode Scanner】: Eyoyo 2D barcode scanner with superior decoding capability to work with most of the 1D 2D barcodes. 1D Barcodes: EAN, UPC, Code 39, Code 93, Code 128, UCC/EAN 128, Codabar, Interleaved 2 of 5, ITF-6,ITF-14,ISBN,ISSN, MSI-Plessey , GS1 Databar,Code 11,Industrial 25, Matrix 2 of 5, etc. 2D Barcodes: QR, DataMatrix, PDF417 and so on.,【Multi-functional Scanner,】: Great for scanning most of the 1D barcode and 2D barcode on paper and screen.Support to put prefix or suffix before or after scanned data.Support turn on or off the sound.,【Sturdy Anti-shock and Durable Design】: Ergonomic design with high-quality ABS making it can support withstand repeated drops from 5ft/1.5m high to the concrete ground, durable to use. Durable plastic material guarantees long service life.,【Widely Use Range】: This Eyoyo Handheld barcode scanner can be used in supermarkets, convenience stores, warehouse, library, bookstore, drugstore, retail shop for file management, inventory tracking and POS(point of sale), etc.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Eyoyo 2D Bluetooth Barcode Scanner, Portable Back Clip Wireless 1D 2D QR Barcode Reader PDF417 Data Matrix Code Image Scanning Compatible with iPhone, Android, iOS",https://www.amazon.com/Eyoyo-Bluetooth-Portable-Wireless-Compatible/dp/B0897CTTWG/ref=zg_bs_15327871_46/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,Eyoyo new product - 2D Bluetooth Back Clip Barcode Scanner.,"【Phone Back Clip Design】: Design with only 90g/3.1oz weight and retractable bracket, the barcode scanner can be easily installed on mobile phones with a length of 5.4-6.5 inches. (please note:You need remove your phone case and then install the barcode scanner.) You can use your barcode scanner anywhere you want. Take out your phone and scan the barcode you want to scan.,【Bluetooth Barcode Scanner】: Eyoyo back clip barcode scanner is specially designed for work with your smartphone. With Bluetooth connection, You can scan the barcode and check the barcode on your phone simultaneously.,【1D 2D QR Barcode Scanner】:Eyoyo barcode scanner With advanced CMOS sensor ability which can easily capture most of the 1D barcodes, such as UPC/EAN, Code39, Interleaved 2 of 5, Code93, Code 128, Codabar, etc barcode. Also with super decoding ability support scan damaged barcode, distortion barcode, colorful barcode and reflective barcode, etc special barcode.2D barcode: QR, DataMatrix, PDF417, Aztec, Hanxin, Micro PDF417.,【3 Scanning Button Designs】: Design with 3 scanning button, to achieve left, right, up and down multiple positions to scan, making you more easily to choose a more comfortable scanning way. save your time and increase your efficiency.,【Two Ways to Use】: You can use it as a back clip barcode scanner to fixed on the phone, or you can use it alone as a normal Bluetooth barcode scanner. it can easily connect with various devices like laptop, PC, smartphone, tablet, iPhone, iPad and computers with Bluetooth function.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"NADAMOO 2D Wireless Barcode Scanner with Stand, Compatible with Bluetooth & 2.4G Wireless & Wired Connection, Cordless QR Code Scanner USB Image Bar Code Reader for Computer Tablet iPhone iPad Android",https://www.amazon.com/NADAMOO-Compatible-Bluetooth-Connection-Datamatrix/dp/B06Y2TVCDC/ref=zg_bs_15327871_91?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,"This is a CMOS barcode scanner that can read 1D /2D bar codes on labels, paper, and mobile phone or computer displaysThe transmission in the environment without any obstacles can reach up to 50m / 164ft. ","3-in-1 Connection Design：Compatible with Bluetooth Function; 2.4G Wireless connection with the included USB adapter; Wired connection with the included USB cable. Support connection with smartphones, tablets, computers, register POS system. Work with common operating systems like windows xp/7/8/10, Mac OS,Linux, Windows Mobile, Android OS, IOS,1D/ 2D BARCODE SCANNER: With CMOS sensor, easily capture 1D/ 2D（QR/ PDF417/ Data Matrix,etc） bar codes on labels, paper, and mobile phone or computer displays.,Long Transmission Range: up to 50m/ 164ft in barrier-free environment.,Two Upload Mode : Instant upload mode + Storage Mode. In storage mode, the scanned barcode will be stored in the bulit-in storage of scanner. User can upload all the stored data to device in batch. Built-in storage saves up to 10,000 barcode,Three scanning mode: Key trigger mode + Auto-induction mode + Continuous Mode. There is no need to pull the trigger in auto-sensing mode and continuous scanning. Conbined with handsfree stand, free up your hand thoroughly.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"NADAMOO Wireless Barcode Scanner Compatible with Bluetooth, with Charging Dock, Portable USB 1D Bar Code Scanner for Inventory, 2.4G Wireless & Wired Barcode Reader for Tablet iPhone iPad Android iOS",https://www.amazon.com/NADAMOO-Compatible-Bluetooth-Connection-Transmission/dp/B07SNQ4SVG/ref=zg_bs_15327871_49/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,"This is a CCD barcode scanner that can read linear bar code.Without the entrapment of cords, it allow your to track inventory remotely. ","The portable bar code scanner comes with 3-in-1 Connection Design: Compatible with Blue Tooth Function; 2.4G Wireless connection with the included USB adapter; Wired connection. Easily connected with your laptop, PC, mobile phone, tablet, iphone, ipad, POS. Work with Windows XP/7/8/10, Mac OS, Windows Mobile, Android OS, iOS.,The small bar code reader is light and great for carry around with you for the long haul. Long Range Barcode Scanners are equipped with special signal communication，delivering up to 50m /164ft transmission distance in the barrier-free environments.,The imager Barcode Scanner is equiped with advanced CCD sensor, Support reading linear barcode directly from a Computer Screen and mobile phone, effectively compensate for the problem that laser scanner can not identify screen code.,Two upload mode :Instant upload mode + Storage mode.Scan and store barcode in the built-in storage of the scanner,and then uploadall the stored data to your device in batch later .the internal storage can save up to 100,000 barcode.,With convenient charging dock, providing power whenever you put the scanner on the charging dock.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Eyoyo Wireless 2D QR Barcode Scanner with Stand, Bluetooth & 2.4G Wireless & USB Wired Handheld Barcode Reader with 1D 2D Screen Scanning Auto Sensing Connect Smart Phone Tablet PC",https://www.amazon.com/Eyoyo-Wireless-Bluetooth-Handheld-Scanning/dp/B088BSNY6H/ref=zg_bs_15327871_93?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,"Eyoyo new wireless barcode scanner with an adjustable stand, with Auto-sensing function easily released your hand, which makes the scanning work much ","【3-in-1 Connection Ways】: Eyoyo barcode scanner can support 2.4G wireless & Bluetooth & USB wired three types of connection, you can according to your device to choose a connection way freely. It can connect with laptop, PC, POS, smartphone, tablet, iPhone, iPad and computers to perfectly work with common operating systems such as windows xp/7/8/10, Mac OS, Linux, Windows Mobile.,【Hands-free Adjustable Stand】: The Eyoyo handheld barcode scanner especially equipped 30° adjustable stand, absolutely achieve hands-free function through auto-sensing mode, released your hand, which makes the scanning work much more effective and comfortable.,【1D 2D QR Barcode Scanner】: The excellent decoding capability, our Eyoyo 2D barcode scanner can easily scan most of the 1D, 2D barcodes both on paper and screen. 1D: Codabar, Code 11, Code93, MSI, Code 128, UCC/EAN-128, Code 39, EAN-8, EAN-13, UPC-A, ISBN, Industrial 25, Interleaved 25, Standard25, 2D: QR, DataMatrix, PDF417, Aztec, Hanxin, Micro PDF417,【22 Hours Long Scanning Time】: Equipped 2200mAh Rechargeable battery, this Eyoyo scanner only needs 6 hours to fully charge, and up to 22 hours super long working time for you.,【Two upload mode】:Instant upload mode + Storage mode. Internal offline storage supports up to 10,000 barcodes in offline storage mode. works with QuickBooks, Word, Excel, Novell; and almost all common software. It can be widely used in supermarkets, shopping malls, cosmetic stores, retail industry, postal industry, logistics, banks and medical institutions.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
Zebra LS2208 Series Corded Handheld Standard Range Laser Scanner Kit with Gooseneck Stand and Cable Twilight Black LS2208-SR20007R-NA,https://www.amazon.com/Motorola-Symbol-LS2208-Barcode-Scanner/dp/B00L3HITDO/ref=zg_bs_15327871_15/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,"The affordable LS2208 handheld barcode scanner provides fast, reliable 1D scanning in an ergonomic, lightweight form. The wide working range, from near-contact to 17 inches makes this device ideal for retail, education or government settings. Multiple on-board interfaces ensure integration with a variety of host systems. With over ten million sold, the LS2208 remains our bestselling handheld laser scanner. The LS2208 features all day comfort your workers can count on, the well-proven ergonomic and lightweight balanced design provides maximum comfort, even in the most scan intensive environments, resulting in reduced user fatigue and increased worker productivity. Flexible handheld or hands-free operation with the optional Intellistand enables presentation scanning and allows workers to automatically switch between hands-free and handheld modes in the time it takes to drop the LS2208 into the stand. Includes more decode feedback options; choose from a variety of options to indicate the successful capture of a bar code: Direct Decode Indicator (a blinking laser line), a beep tone, a red/green LED indicator or any combination of the three. Capture high-density 1D bar codes for greater application flexibility; with just one scanner, you can capture the high-density bar codes common on small items. Format data properly before it is sent to your host computer, eliminating the costly modification of host software with built in Advanced Data Formatting (ADF). Built for durability, with its patented single board construction, patented frictionless liquid polymer scan element, scratch resistant tempered glass exit window and a stringent drop and tumble specification, the LS2208 delivers reliable all-day, every day operation. With multiple interfaces, a universal cable and support for keyboards in 97 languages it delivers plug-and-play simplicity in virtually every corner of the world. The well-proven scanner powering checkout lines all around the world.","Affordable 1D scanner: Zebra's affordable best-selling 1d laser scanner,General purpose use: The LS2208 scanner is hand held and ideal for retail, education or government settings, built to be used reliability all day long this scanner is excellent for a wide variety of business applications,Built for your business: The LS2208 scanner is built primarily for retail and hospitality businesses everywhere, but the applications are endless. placing this reliable tool at your point of sale will ensure quick transactions and keep the lines moving.,Easy to deploy and manage: Pre-configured and ready to use right out of the box, auto-host cables will identify your point of sale (POS) interface and connect the imager, simplifying and reducing set up time,All day comfort: The well-proven ergonomic and lightweight balanced design provides maximum comfort, even in the most scan intensive environments, resulting in reduced user fatigue and increased worker productivity",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"REALINN Handheld 2D Barcode Scanner QR PDF417 Data Matrix 1D Bar Code Scanner Wired Barcode Reader with USB Cable for Mobile Payment, Store, Supermarket",https://www.amazon.com/REALINN-Handheld-Barcode-Scanner-Supermarket/dp/B07VHRV8RX/ref=zg_bs_15327871_37/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,,"With USB cable for connection, plug and play, no need to install any software or drivers, simple operation.,Multi-functional scanner, great for scanning most of 1D barcode and 2D barcode on paper and screen. Support to put prefix or suffix before or after scanned data.,Support connection with computer, laptop. Compatible Operating System for Linux, Android, Windows XP, Windows vista, Windows 7,8,10, Windows Server 2003, Windows Server 2008, Windows Server 2010.,Made of great ABS+PC materials,high shock-resistant (Drop Test: 2m fall to concrete) and durable plastic material guarantees long service life.,Having fast scanning speed, high sensitivity, stable performance and high recognition rate, widely used in supermarket, convenience store, library, drugstore, retail shop, catering services and other industrials.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
Zebra Symbol LI2208-SR Corded 1D Handheld Barcode Scanner/Imager with USB Cord,https://www.amazon.com/Zebra-LI2208-SR-Handheld-Barcode-Scanner/dp/B0788TJBNZ/ref=zg_bs_15327871_78?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,"Zebra LI2208-SR is corded 1D version of DS2208-SR with a wide range of innovations. It is an affordable 1D imager that doesn’t compromise performance or features for price. Your workers get best-in-class first-time, every-time scanning with point-and-shoot simplicity. The LI2208-SR — the affordability your budget demands, with the deployment, ease of use and management simplicity your business requires. ","Excellent 1D scanning performance ------ Delivers superior scanning speed and a wide data capture range,Captures virtually all 1D bar codes on any surface ------ Including mobile phone displays Capture bar codes printed on traditional paper labels or displayed on the screen of a mobile phone, tablet or computer,Industry-leading working range ------ Reads 13 mil 100% UPC bar codes from 1 in./2.54 cm to over 30 in./76.2 cm as well as high density codes and extended ranges for greater application flexibility,Superior motion and angular tolerance ------ Bar codes can be captured faster, and there is no need to pause during scans,Withstands 100+ consecutive drops to concrete and 1,000 consecutive 1.64 ft./ 0.5 m tumbles ------ Ensures reliable operation despite the inevitable everyday drops to help maximize uptime",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"ScanAvenger Wireless 2D Bluetooth Barcode Scanner: 3-in-1 Hand Scanners - Cordless, Rechargeable 1D and 2D Scan Gun for Inventory Management -Portable, Handheld, USB Bar Code/QR Code Reader",https://www.amazon.com/ScanAvenger-Wireless-Bluetooth-Barcode-Scanner/dp/B07WG1ZKZR/ref=zg_bs_15327871_33/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,,"★NO SOFTWARE NEEDED: No need to download or install any software or apps with this sleek handheld 3-in-1 wireless, Bluetooth, and USB scanner with vibration capabilities to help in noisy environments. No Codecs required.,★SCAN MODES: Connect to Mac or Windows computers, Android or Apple mobile devices, and POS systems to start scanning barcodes with one of the 3 available modes - manual, continuous, and auto sense.,★CODE COMPATIBILITY: Scan 1D barcodes including UPC, EAN, Code128, Code39, Code11, Codabar and many others; Scan 2D barcodes including PDF417, Aztec code, Data Matrix, QR Code, Micro PDF, Interleaved and others. Doesn't work with Maxicode. DOES NOT WORK WITH SQUARE, SHOPIFY OR SHOPKEEP.,★TRANSMISSION RANGE: This linear barcode scanner has a transmission range of up to 493 feet in an obstacle free environment and around 98 ft in environments with medium density obstacles. Transmission speed can be adjusted in order to scan barcodes faster.,★OTHER SPECS: Our scanner has a built in rechargeable Li-ion battery and is CMOS Illuminant with a decoding speed of 25cm per second and a resolution of >4mil/0.1mm; Scan distance 25-400mm.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"ScanAvenger Portable Mini-Wireless Bluetooth Barcode Scanner: 3-in-1 Hand Scanners - Cordless, Rechargeable 1D & 2D Scan Gun for Inventory Management - Wireless, Handheld, USB Bar Code/QR Code Reader",https://www.amazon.com/ScanAvenger-Portable-Mini-Wireless-Bluetooth-Barcode/dp/B0881JPNT6/ref=zg_bs_15327871_59?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,,"★NO SOFTWARE NEEDED: No need to download or install any software or apps with this sleek handheld 3-in-1 wireless, Bluetooth, and USB mini scanner with vibration capabilities to help in noisy environments. No Codecs required.,★SCAN MODES: Connect to Mac or Windows computers, Android or Apple mobile devices, and POS systems to start scanning barcodes with 1 of the 2 available modes- manual and auto sense for automatic scan.,★CODE COMPATIBILITY: Scan 1D barcodes -UPC, EAN, Code128, Code39, Code11, Codabar, Interleaved 2 of 5-Lottery ticket etc; Scan 2D barcodes including PDF417 - drivers license, Data Matrix, QR Code, Micro QR, Aztec code, Micro PDF etc NOT WORKING WITH SQUARE, SHOPIFY, SHOPKEEP,★TRANSMISSION RANGE: This linear barcode scanner has a transmission range of up to 328 feet in an obstacle free environment and around 98 ft in environments with medium density obstacles. Transmission speed can be adjusted in order to scan barcodes faster.,★OTHER SPECS: Our scanner has a built in rechargeable Li-ion battery and is CMOS illuminant with a decoding speed of 25cm per second and a resolution of > 4mil/0.1mm; its print contrast is >25%, Scan distance 25-400mm.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
NADAMOO QR Code Scanner Wireless 2D Barcode Scanner With Stand Supports Screen Scan Handheld CMOS Imager Long Range Portable USB Bar Code Reader with Auto Sensing Read 1D 2D QR Code PDF417 Data Matrix,https://www.amazon.com/NADAMOO-Wireless-Barcode-Cordless-Computer/dp/B06Y2RMM51/ref=zg_bs_15327871_23/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,"This is a plug & play wireless CMOS barcode scanner that can read 1D /2D bar codes on labels, paper, and mobile phone or computer displays","1D 2D BARCODE SCANNER: easily capture 1D and 2D（QR/ PDF417/ Data Matrix,etc） bar codes on labels, paper, and mobile phone or computer displays.,CMOS IMAGING SCANNING TECHNOLOGY: with advanced digital image acquisition function,which can identify screen code, effectively identify blur, color or distorted barcodes, screen barcodes.,Two connection modes: wireless connection and USB2.0 wired connection; In wireless mode, with Mini USB Receiver,delivers up to 400 meters/ 0.25 mile transmission in open space, 100 meters/ 328 feet transmission indoor. Easily connected with your laptop, PC etc.,Two upload mode :Instant upload mode + Storage mode. Internal offline storage supports up to 10,000 barcodes in offline storage mode. Scan and store barcode when far away from the USB receiver, and then batch update the data to your computer later when ready.,Three Trigger Mode: Manual trigger, Auto-sensing, Continuous scanning. There is no need to pull the trigger in auto-sensing mode and continuous scanning. Conbined with handsfree stand, free up your hand thoroughly.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Tera 2D Barcode Scanner with Adjustable Folding Stand and Charging Cradle, Wall Mountable 2.4G Wireless & USB 2.0 Wired QR Bar Code Reader with Vibration Alert Model D5100",https://www.amazon.com/Tera-Adjustable-Charging-Mountable-Vibration/dp/B089NFWPLG/ref=zg_bs_15327871_88?_encoding=UTF8&psc=1&refRID=0WMMNJN262CQ3JWN6KXF&language=en_US&language=en_US,,"【Wall mountable】 reserved hole at the bottom of stand, used in the warehouse without desktop. Barcode Scanner stand could adjust different angles while charging cradle can be used as USB receiver. The folding stand is more simple and convenient to install and disassemble than normal barcode scanner stand.,【2.4G Wireless+USB 2.0 Wired Connection】 plug and play with simple plug in USB cable or USB receiver/dongle(Wireless transmission distance reaches up to 328ft under barrier free environment).,【Anti-Shock Silicone】 the orange silicone protective cover can avoid the scratches and friction while falling from the height of 6.56 feet; the technology of IP54 protect the wireless barcode scanner from dust and moisture.,【Two working mode】Instant upload mode / storage mode. Scan and store barcodes and then update the data to your device. Auto Continuous Scan: set up continuous scan mode switch to automatic mode for quick scanning without pressing any buttons following the instructions with scanner stand included which provide hands-free.,【Supported Both Digital and Printed 1D 2D QR Bar Code Symbologies】1D: UPC-A, UPC-E, EAN-8, EAN-13, Code 128, Code 39, Code 93, Code 11, Interleaved 2 of 5, Matrix 2 of 5, Standard 2 of 5, Coda bar, MSI Plessey, RSS, etc. 2D: QR Code, Data Matrix, PDF417, Aztec code, Maxicode, etc. *Note 24-7 Pre-sale and After-sales Service: If you experience a problem with Tera scanner, please contact the seller.",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Inateck Goose Neck Hands Free Adjustable Stand,BCST-S",https://www.amazon.com/Inateck-Adjustable-Symbol-Scanner-Barcode/dp/B00LTFYSZ8/ref=zg_bs_15327871_18/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,"Material and Craftsmanship Improved conductivity of all contacts through gold coating processes, robust and durable Completely gilded plug module, avoiding oxidation Product Features Molded from highly durable industrial type plastics, schock-resistant and robust, good price-performance ratio Fitting most types of scanners, stable and safe fixture Flexible design for easy and convenient installation, dismantling and transport High quality clamp mechanism, effective position stabilization Flexible holding arm, simple modification of angle and position of your scanning device","Molded from highly durable industrial type plastics, shock-resistant and robust, good price-performance ratio,Fitting all Inateck barcode scanners and other most barcode scanners on the market, stable and safe fixture,Flexible design for easy and convenient installation, dismantling and transport,High quality clamp mechanism, effective position stabilisation,Flexible holding arm, simple modification of angle and position of your scanning device",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"NETUM Bluetooth Barcode Scanner, Compatible with 2.4G Wireless & Bluetooth Function & Wired Connection, Connect Smart Phone, Tablet, PC, CCD Bar Code Reader Work with Windows, Mac,Android, iOS",https://www.amazon.com/NETUM-Bluetooth-Wireless-Handheld-NT-1228BC/dp/B07CBRTWS5/ref=zg_bs_15327871_4/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,,"Bluetooth Barcode Scanner for iPhone iPad Android Tablet PC, Support Mac OS X, Android, Windows 10 and ipad IOS 9,With the scanner's CCD sensor Engine Support reading linear barcode directly from a Computer Screen and mobile phone,Easy your work trigger the button then the barcode scanner will start to pair, Support HID and SPP mode,2000mAh battery squeeze up to 30 hours of continuous scanning for your inventories or working hours, easily recharge in only 2 hours via the included USB charging cable,Connects with smartphones, tablets, or Bluetooth-enabled computers, works with computer, smartphone, tablet and mobile PDA(Note: It does not work with square POS)",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
"Yanzeo AR180 Pet Microchip Scanner, RFID EMID Animal Handheld Reader,134.2kHz Pet ID Scanner Rechargeable Animal Chip Registration, Pet Tag Scanner FDX-B(ISO 11784/11785)",https://www.amazon.com/Yanzeo-Microchip-Handheld-134-2kHz-Rechargeable/dp/B07HVM4QPV/ref=zg_bs_15327871_27/147-6131294-5399755?_encoding=UTF8&psc=1&refRID=95D4FM7M6CNS6ZDFSVZ1&language=en_US&language=en_US,,"❤ The reader CAN NOT read Avid chips. The 9-digit ID cannot be recognized. Only the 15-digit international standard protocol can be recognized.,❤ This is a low frequency tag scanner that adopts wireless identification technology .(Please note:this item only read FDX-B ISO11784/85 agreement, Please contact your electronic label supplier to confirm the protocol parameters. Thank you for your cooperation.),❤ Animal RFID Tag Reader EMID,FDX-B FDX-B(ISO11784/85) Best Service .We will reply your question asap.just feel free to contact us if any problem.,❤ In order to ensure what you buy is what you need, Please confirm the frequency efficiency and agreement of your electronic tag. Technical Support Telephone: +86 13875011578",https://www.amazon.com/gp/bestsellers/office-products/15327871/ref=pd_zg_hrsr_office-products?language=en_US
