商品title,商品链接,商品描述,商品五点,商品类目
"Creative Co-Op Nautical Rope Knot Cotton Door Stop, Ivory",https://www.amazon.com/Creative-Co-op-DE1586-Nautical-White/dp/B00AU4D9H2/ref=zg_bs_1069196_66?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,Keep your door open with this rope door stop. It is 6. 25 in. high with a handle that makes it easy to move for your convenience. The knot design with off-white rope is the perfect choice to create character in even the small areas of your home.,"Rope construction,Weighted to hold door open,Easy grab handle,Great for the home or classroom,6. 25""L x 6. 25""W x 6. 25""H,4. 5 pounds,mounting type: wedge",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Jamm Jumbo Door Stopper | Door Stop Wedge Holds Doors Open in Both Directions | Premium Non Rubber Non Slip Hardware | Cerise Pink - 1 Pack,https://www.amazon.com/Jamm-Decorative-Directions-Hardware-Doorstop/dp/B015HXFZ7C/ref=zg_bs_1069196_65?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"PLEASE READ THIS SECTION CAREFULLY - THE IDEAL SIZE: This door stopper measures 5.1"" L x 3.25"" W x 1.38"" H. They will fit under any of your doors hanging anywhere from 0.1"" to 1.3 inches off the floor. For door gaps < 0.9"", see our standard size Door Jamm!,DOES NOT OBSTRUCT WALKWAYS: The placement of this door stopper at the end of the door rather than the side makes for a clear walkway. This creates a safer space and makes it easier for wheeling or carting things through doorways.,A MUST HAVE for every home, office, business and toolbox! Great for trades and DIY projects such as painting or hanging a door; movers and decorators; hospitals and schools; hotels and museums - hardware for anywhere you need a door to remain securely open.,WORKS ON ALL FLOOR SURFACES: Our anti-slip base and material provides superior gripping power and allows your door stoppers to work on all surfaces. Easy to use. Wedges like no other door stops.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Shepherd Hardware 3762E Heavy Duty Jumbo Hard Plastic Door Wedge, 1-Pack, Black",https://www.amazon.com/Shepherd-Hardware-3762E-Plastic-1-Pack/dp/B08L6XLTD6/ref=zg_bs_1069196_42/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,The Shepherd Hardware Jumbo Door Wedge: The hard plastic construction lends to durability. The large footprint grips on rough or uneven surfaces and large heel holds doors with clearances up to 2 in. from floor surface.,"Control swinging doors and protect home and office walls with versatile door wedges,Extra heavy duty jumbo size hard plastic construction with extra grip lip and string hole,Non-marking hard plastic material and extra large footprint even grips on rough or uneven surfaces,Safely wedges under heavy weight doors with up to 2 inch floor clearance,7 inch long x 3-1/2 inch wide black hard plastic wedge is 2 inches tall - 1 Pack",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
EMDMAK Door Stop Alarm with 120DB Siren Door Stop for Home & Travel (Black) (Pack of 2),https://www.amazon.com/EMDMAK-Alarm-120DB-Siren-Travel/dp/B01M0X4QM4/ref=zg_bs_1069196_46/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,,"[Dual Function]: Can be used as a door stop alarm and door stopper, Its high damping rubber bearing can prevent the door sliding and prevent the bad guys into. A protector around you. Can be used in home and travel.,[3 Level of Sensitivities]: Hige-Midium- Low Sensitivities. Which depends on the distance door touch the door stop alarm.,[Loud Alarm]: Very loud shrill that would definitely scare someone away with 120db alarm. Weight: 4.5 oz.,[Powered by 9V Battery]: The door stop alarm powered by 9V battery, One piece can be used for a year under normal circumstances. Very practical. (Note: Battery not include),[Easy to Use]: NO installation required, Simply place the alarm behind any door (home, hotel, etc). very convenient to take with you when travel or stay indoor alone. A really must have around you.",https://www.amazon.com/gp/bestsellers/electronics/524136/ref=pd_zg_hrsr_electronics?language=en_US
"Rubber Door Stoppers - Door Stop Wedge, Large Heavy Duty Flexible Door Holder - Black 4 Pack - Non Marking Anti Slip Jammer",https://www.amazon.com/Small-Clear-Cabinet-Bumpers-Circular/dp/B079853ZLC/ref=zg_bs_1069196_35/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,"Premium Quality Large, Heavy Duty Rubber Door Stoppers by GorillaGrit Hardware!","LARGE DOOR STOPPERS: Each door stopper measures 4.5"" (L) X 2.05"" (W) X 1.2"" (H) and fits any door with clearance up to 1.2"". Unlike most door stoppers found at hardware stores, these stoppers are BIGGER and STRONGER, designed to securely wedge even the heaviest doors.,WORKS WITH ANY DOOR ANY FLOOR: These sturdy non-slip doorstops are made for wood, glass and steel doors and they work well on floors like hardwood, carpet, concrete, tile, linoleum, stone, asphalt and ceramic providing superior clench.,ENHANCED AND REINFORCED: A clear-cut reinforced skirting around the stoppers and the enhanced hollow design which enables double stacking makes it hard for these wedges to topple.,STRONG, DURABLE AND NATURAL RUBBER: These stoppers are made of strong flexible rubber and are made to last for many years to come. These heavy rubber jam with a unique hollow design provides optimum friction to keep the door deadbolt.,NON-MARKING, ANTI-SLIP WEDGE: Protect your home or office floors with these abrasion-resistant stoppers which won't slip or scratch even on those heavy duty Industrial doors.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Jack N’ Drill 3-Inch Rigid Door Stop (12 Pack) - Heavy Duty Solid Metal Door Stopper | Prevents Wall & Door Damage - Rigid Rubber Tip Door Stop for Kitchen, Bedroom, Office, Garage",https://www.amazon.com/Jack-Drill-3-Inch-Rigid-Door/dp/B07SQDCFMQ/ref=zg_bs_1069196_68?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"✅Sweat-free installation. Got a drill? Then you’re set to install Jack N’Drill Solid Door Stoppers. All you need is to mark the spot, get out the screws, place the door stop and you’re set.,✅Durable metal design. Made from diecast strong metal, each Jack N’ Drill rigid door stop is made tough to withstand everyday use. It won’t bend or break easily so you get a quality door stop for as long as you need.,✅Protects doors and walls. Repair bills aren’t cheap. Why not invest in smart home accessories like these door stops and keep money in your pockets. These door stoppers are made to prevent door and wall damage for a home truly fit for your family.,✅Get 12-pieces in one pack. Perfect for use in all parts of your home or office, you get 12 durable stoppers in one pack. Use these in your bedroom, front door, kitchen or even in your garage doors.,✅Matches classic and modern interiors. Looking for matching fixtures in your home? Our door stops work with both modern and traditional spaces. Choose from black oil rubbed bronze or satin nickel - there’s always a piece to match your home.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Premium Rubber Door Stop Stud Replacement Tips – Doorstopper Bumpers, Springe Hinge End Caps for Wall & Floor Protection – Universal Size (Black)",https://www.amazon.com/Premium-Rubber-Door-Stop-Replacement/dp/B07RV5K472/ref=zg_bs_1069196_83?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"DAMAGE STOPPER – Put an end to wall and floor nicks caused by door hinge pins and stops. Simply slip this Qualihome cap on the door stop’s tip, and you’ll be opening new doors to DIY home improvement.,RELIABLE RUBBER – You can count on these sturdy rubber bumper parts to provide the best protection and durability around your home or commercial business. They are easy to install, and no hardware or tools are needed.,REPLACE & REFRESH – Use these doorstoppers as a replacement for old ones that are worn, dirty, and may be doing more harm than good for your walls and floors. Give your caps a refreshing, new, clean appearance with these premium black bumper studs.,UNIVERSAL SIZE – Cap measurements are 5/8"" outer diameter and 1/4"" inner diameter. They’re constructed to fit most spring, fixed, wall mount and hinge mount style doorstops with similar dimensions. Packaging design may vary.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Lizavo DS-002 Stainless Steel Modern Soft-Catch Magnetic Door Stop in Brushed Satin Nickel, Wall Mount",https://www.amazon.com/Lizavo-Stainless-Soft-Catch-Magnetic-Brushed/dp/B01J7M9X68/ref=zg_bs_1069196_82?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"INNOVATIVE SOFT-CATCH FUNCTION-- Prevent Doors from Slamming Shut with Integrated Soft-Catch Doors Technology, Featuring Soft-Catch functionality to Stop and Hold any Doors softly and silently,HIGH QUALITY—The Heavy Duty Door Stopper is Constructed of High Quality SUS 304 Stainless Steel, Solid, Sturdy and Rust-Proof,MOUNTING GUIDE-- Included a Detailed Instruction to Show You How to Align and Install, as well as All Screws and Anchors,STRONG MAGNETIC DOOR HOLDER-- The Magnet is Strong Enough to Hold and Catch the Door,VERSATILE-- Anywhere You Want the Doors Keep Open, Use It",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
"Door Stopper 6 Pack [1.3"" high] - Bonus Holders - SofiHome Premium Heavy Duty Door Stop Rubber Wedge with Decorative Holder - Ideal for Large & Small Door Gaps - The Improved (6, Gray)",https://www.amazon.com/Door-Stopper-Pack-1-3-high/dp/B077NJW2TD/ref=zg_bs_1069196_45/147-1553345-8501359?_encoding=UTF8&psc=1&refRID=1SA4MMN18EB5QBEJQ4S3&language=en_US&language=en_US,"Looking for a door stop that actually works? Whether you need a baby safety door stopper or a door holder to to keep doors open, want to keep your home cozy with a door draft stopper or wish to ensure that a door remains open for easy access to a room in your office, *This stopper does not work as a security tool to keep a door closed against a force opening it. It will not protect against intruders trying to break into your home! Its job is to hold a door open!","🚪 NEVER LOSE IT - You won't need to look for the door stop - it is standing there inside its hook! The storage holder piece provides a convenient reach to the door wedge whenever required.,🚪 MAXIMIZE VALUE - 6 pack of (L 4.8"" x W 1.6"" x H 1.3"") SofiHome decorative door stoppers including storage holders at the Best Price!,🚪 WORRY NOT & GRAB YOUR BONUS - Enjoy SofiGOODs' 100% no-questions-asked refund policy.,🚪 SECURE STABILITY & AVOID SLIDING - SofiHome Door Stoppers are designed to securely wedge even the heaviest doors on any flooring surfaces. The heavy rubber material provides an optimum friction effect to fix the door dead in its tracks!,🚪 GET IT & FORGET IT - SofiHome door stops are made of a Durable, Odorless and Intensively Tested Premium Rubber that will last and function for many years to come.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
Ives by Schlage 70A10B Hinge Pin Door Stop,https://www.amazon.com/Ives-Schlage-Available-70A10B-Hinge/dp/B000ZHD0JG/ref=zg_bs_1069196_96?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,Ives by Schlage 70A10B Hinge Pin Door Stop,"Designed for narrow trim installation,High quality rubber bumpers - shoulder on stub supports rubber through entire body for engineered cushioning,Model number: 70A10B",
"JQK Door Stopper Black, 304 Stainless Steel Sound Dampening Door Stop Bumper Wall Protetor, Matte Black, DSB5-PB",https://www.amazon.com/JQK-Stainless-Dampening-Protetor-DSB5-PB/dp/B08T99772V/ref=zg_bs_1069196_72?_encoding=UTF8&psc=1&refRID=EMCCQ81R0XFH4NQCZSVN&language=en_US&language=en_US,,"【High Quality Door Stoppper】 Solid T-304 premium-grade stainless steel for protect against corrosion & rust.,【Hard to chip off】Electroplating black finish, more smooth and beautiful, sturdy, clean design,【Black absorb bumper】 Protect your wall well by diplacing energy(soft rubber), NO loud noise, holes and scratches any more. Grey colour also keep it in new state for a long time.,【Simple and Elegant Design】Going for a minimalist look.,【Easy Assembling】 Easy to install, two screw mount on the wall.",https://www.amazon.com/gp/bestsellers/office-products/1069196/ref=pd_zg_hrsr_office-products?language=en_US
